Identifiant arc;Libelle;Date et heure de comptage;Débit horaire;Taux d'occupation;Etat trafic;Identifiant noeud amont;Libelle noeud amont;Identifiant noeud aval;Libelle noeud aval;Etat arc;Date debut dispo data;Date fin dispo data;geo_point_2d;geo_shape
4264;AV_Champs_Elysees;2021-12-01T16:00:00+01:00;1112.0;33.83278;Saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-01T17:00:00+01:00;1189.0;24.73278;Pré-saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-01T18:00:00+01:00;1153.0;27.36167;Pré-saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-01T19:00:00+01:00;1151.0;31.94722;Saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-01T20:00:00+01:00;1252.0;31.02722;Saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-01T21:00:00+01:00;1105.0;29.41111;Pré-saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-01T22:00:00+01:00;979.0;25.95445;Pré-saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-01T23:00:00+01:00;857.0;17.55055;Pré-saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-02T00:00:00+01:00;804.0;9.72778;Fluide;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-02T01:00:00+01:00;693.0;10.12778;Fluide;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-02T02:00:00+01:00;539.0;5.95278;Fluide;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-02T03:00:00+01:00;342.0;4.16444;Fluide;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-02T04:00:00+01:00;257.0;5.21556;Fluide;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-02T05:00:00+01:00;237.0;3.29333;Fluide;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-02T06:00:00+01:00;1023.0;24.42167;Pré-saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-02T07:00:00+01:00;1277.0;25.82;Pré-saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-02T08:00:00+01:00;1345.0;20.20056;Pré-saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-02T09:00:00+01:00;1258.0;22.12778;Pré-saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-02T10:00:00+01:00;1355.0;21.22167;Pré-saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-02T11:00:00+01:00;1286.0;31.16945;Saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-02T12:00:00+01:00;1471.0;40.63222;Saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-02T13:00:00+01:00;1297.0;32.78167;Saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-02T14:00:00+01:00;1073.0;55.87889;Bloqué;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-02T15:00:00+01:00;1068.0;48.26778;Saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-02T16:00:00+01:00;1231.0;30.73833;Saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-02T17:00:00+01:00;1253.0;34.27167;Saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-02T18:00:00+01:00;1189.0;34.24666;Saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-02T19:00:00+01:00;1202.0;31.08833;Saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-02T20:00:00+01:00;1325.0;28.02334;Pré-saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-02T21:00:00+01:00;1356.0;26.74944;Pré-saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-02T22:00:00+01:00;1208.0;27.19389;Pré-saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-02T23:00:00+01:00;1252.0;26.64833;Pré-saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-03T00:00:00+01:00;1055.0;19.65389;Pré-saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-03T01:00:00+01:00;881.0;12.63222;Fluide;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-03T02:00:00+01:00;713.0;10.90889;Fluide;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-03T03:00:00+01:00;557.0;6.58944;Fluide;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-03T04:00:00+01:00;487.0;5.58556;Fluide;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-03T05:00:00+01:00;365.0;4.11389;Fluide;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-03T06:00:00+01:00;605.0;5.195;Fluide;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-03T07:00:00+01:00;870.0;8.025;Fluide;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-03T08:00:00+01:00;1027.0;10.79445;Fluide;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-03T09:00:00+01:00;1184.0;15.43389;Pré-saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-03T10:00:00+01:00;1198.0;14.91;Fluide;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-03T11:00:00+01:00;1089.0;28.91333;Pré-saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-03T12:00:00+01:00;945.0;48.43889;Saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-03T13:00:00+01:00;646.0;84.91556;Bloqué;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-03T14:00:00+01:00;819.0;83.57111;Bloqué;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-03T15:00:00+01:00;744.0;75.40222;Bloqué;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-03T16:00:00+01:00;1156.0;48.42278;Saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-03T17:00:00+01:00;1082.0;44.04278;Saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-03T18:00:00+01:00;1054.0;33.85611;Saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-03T19:00:00+01:00;917.0;32.54611;Saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-03T20:00:00+01:00;1086.0;30.96;Saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-03T21:00:00+01:00;1149.0;20.61167;Pré-saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-03T22:00:00+01:00;946.0;16.35056;Pré-saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-03T23:00:00+01:00;1032.0;19.25055;Pré-saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-04T00:00:00+01:00;1053.0;18.23667;Pré-saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-04T01:00:00+01:00;991.0;23.93889;Pré-saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-04T02:00:00+01:00;1021.0;36.575;Saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-04T03:00:00+01:00;828.0;26.94167;Pré-saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-04T04:00:00+01:00;838.0;18.40167;Pré-saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-04T05:00:00+01:00;683.0;12.32445;Fluide;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-04T06:00:00+01:00;683.0;7.71889;Fluide;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-04T07:00:00+01:00;671.0;7.36389;Fluide;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
